node_id	label	name	page_no	sentence_id
e00001	Concept	刑法论	1	s0001
e00002	Concept	刑法的解释	1	s0001
e00003	Concept	基本原则	1	s0001
e00004	Concept	适用效力	1	s0001
e00005	Concept	犯罪成立问题	1	s0001
e00006	Concept	犯罪构成体系	1	s0001
e00007	Concept	犯罪的时间发展问题	1	s0001
e00008	Concept	犯罪形态	1	s0001
e00009	Concept	预备一	1	s0001
e00010	Concept	中止一	1	s0001
e00011	Concept	未遂一	1	s0001
e00012	Concept	既弟	1	s0001
e00013	Concept	刑法	1	s0001
e00014	Concept	犯罪成立	1	s0001
e00015	Concept	之后的问题二	1	s0001
e00016	Concept	犯罪的空间分布问题	1	s0001
e00017	Concept	共同犯罪	1	s0001
e00018	Concept	正犯一	1	s0001
e00019	Concept	共犯	1	s0001
e00020	Concept	犯罪的数量计算问题	1	s0001
e00021	Concept	罪数	1	s0001
e00022	Concept	一罪一	1	s0001
e00023	Concept	孝徘	1	s0001
e00024	Concept	上刑果论	1	s0001
e00025	Concept	刑罚的体系一	1	s0001
e00026	Concept	城量	1	s0001
e00027	Concept	执行	1	s0001
e00028	Concept	消严	1	s0001
e00029	Concept	第一太	1	s0001
e00030	Concept	刑法的解释	1	s0001
e00031	Concept	问题	1	s0001
e00032	Concept	如何解释故意杀人罪中的	1	s0001
e00033	Concept	杀害脑死亡的人是否构成故意杀人罪	1	s0002
e00034	Concept	批判法律	1	s0003
e00035	Concept	修改法律	1	s0003
e00036	Concept	立法论研究	1	s0003
e00037	Concept	服务对象是立法者	1	s0003
e00038	Concept	刑法研究方向	1	s0003
e00039	Concept	解释法律	1	s0003
e00040	Concept	适用法委	1	s0003
e00041	Concept	解释论研究	1	s0003
e00042	Concept	服务对象是实务人二	1	s0003
e00043	Concept	结论	1	s0003
e00044	Concept	脑死亡但心脏在跳动的人	1	s0003
e00045	Concept	属于活人	1	s0003
e00046	Concept	杀害之	1	s0004
e00047	Concept	构成故意杀人罪	1	s0004
e00048	Concept	刑法	2	s0006
e00049	Concept	专题讲座精讲郑	2	s0006
e00050	Concept	刑法解释学又被称为刑法教义学	2	s0006
e00051	Concept	意思是将法条规定当作教义一样去解释	2	s0006
e00052	Concept	培养人们	2	s0006
e00053	Concept	对法律的信仰	2	s0006
e00054	Concept	法律不是被嘲笑的对象	2	s0007
e00055	Concept	这也是法考命题的基本理念	2	s0007
e00056	Concept	基于这一理念	2	s0007
e00057	Concept	法考考查的能力是	2	s0007
e00058	Concept	如何解释法律	2	s0007
e00059	Concept	适用法律	2	s0007
e00060	Concept	妥当处理案件	2	s0007
e00061	Concept	而不是如何批判法律	2	s0007
e00062	Concept	改法律	2	s0007
e00063	Concept	因此	2	s0007
e00064	Concept	刑法的解释方法成为历年考试重点	2	s0007
e00065	Concept	第一	2	s0007
e00066	Concept	解释对象	2	s0007
e00067	Concept	解释的对象是现行刑法规范	2	s0007
e00068	Concept	这包括两个	2	s0007
e00069	Concept	一是刑法典	2	s0007
e00070	Concept	日生效	2	s0007
e00071	Concept	刑法修正案是对刑法典作的小修小补	2	s0007
e00072	Concept	至今已有	2	s0007
e00073	Concept	个刑法修正案	2	s0007
e00074	Concept	二是	2	s0007
e00075	Concept	一部单行刑法	2	s0007
e00076	Concept	第二	2	s0007
e00077	Concept	解释效力	2	s0007
e00078	Concept	全国人大常委会作的立法解释	2	s0007
e00079	Concept	最高法院	2	s0007
e00080	Concept	最高检察院作的司法解	2	s0007
e00081	Concept	学者作的学理解释没有法律效力	2	s0007
e00082	Concept	第三	2	s0007
e00083	Concept	解释方法	2	s0007
e00084	Concept	这包括解释技巧和解释理由	2	s0007
e00085	Concept	解释技巧负责生产结论	2	s0007
e00086	Concept	类似于生产	2	s0007
e00087	Concept	部门	2	s0007
e00088	Concept	解释理由负责为结论提供论证理由	2	s0007
e00089	Concept	类似于质检部门	2	s0007
e00090	Concept	解释技巧	2	s0007
e00091	Concept	对一个条文术语的含义	2	s0007
e00092	Concept	需要通过解释技巧得出解释结论	2	s0007
e00093	Concept	常考的解释技巧有	2	s0007
e00094	Concept	平义解释	2	s0007
e00095	Concept	这是指按照该用语最平常的字面含义来解释	2	s0007
e00096	Concept	既不扩大含义范围	2	s0007
e00097	Concept	也不缩小含义范	2	s0007
e00098	Concept	即所谓的看山是山	2	s0007
e00099	Concept	看水是水	2	s0007
e00100	Concept	人鲍如	2	s0007
e00101	Concept	年第	2	s0007
e00102	Concept	将盗窃罪对象的	2	s0007
e00103	Concept	公私财	2	s0007
e00104	Concept	解释为	2	s0007
e00105	Concept	他人的财物	2	s0007
e00106	Concept	属于平义解释	2	s0007
e00107	Concept	公私财物	2	s0007
e00108	Concept	意指不是自己的财物	2	s0007
e00109	Concept	而是	2	s0007
e00110	Concept	他人的财物	2	s0007
e00111	Concept	这里的	2	s0007
e00112	Concept	他人	2	s0007
e00113	Concept	既包括自然人	2	s0007
e00114	Concept	私人	2	s0007
e00115	Concept	也包括单位	2	s0007
e00116	Concept	公家	2	s0007
e00117	Concept	反正只要	2	s0007
e00118	Concept	不是自己的财物	2	s0007
e00119	Concept	就能成为盗宅罪的对象	2	s0007
e00120	Concept	这种解释既没有扩大	2	s0007
e00121	Concept	也没有缩小盗穿罪的对	2	s0007
e00122	Concept	象范围	2	s0007
e00123	Concept	因此属于平义解杰	2	s0007
e00124	Concept	扩大解释	2	s0007
e00125	Concept	又称扩张解释	2	s0007
e00126	Concept	这是指对用语解释后的含义大于字面含义	2	s0007
e00127	Concept	但该含义仍处在该用语可能的含义范围	2	s0007
e00128	Concept	例如	2	s0007
e00129	Concept	将侵犯通信自由罪中的	2	s0007
e00130	Concept	信件	2	s0007
e00131	Concept	解释为包含电子邮件	2	s0007
e00132	Concept	属于扩大解释	2	s0007
e00133	Concept	缩小解释	2	s0007
e00134	Concept	又称限制解释	2	s0007
e00135	Concept	这是指对用语解释后的含义小于字面含义	2	s0007
e00136	Concept	是字面含义的一个子集	2	s0007
e00137	Concept	例如	2	s0007
e00138	Concept	年试题	2	s0007
e00139	Concept	为境外穿取	2	s0007
e00140	Concept	和刺探国家情报罪	2	s0007
e00141	Concept	是危害国家安全的犯罪	2	s0007
e00142	Concept	因此	2	s0007
e00143	Concept	其中的	2	s0007
e00144	Concept	情报	2	s0007
e00145	Concept	不是泛指一	2	s0007
e00146	Concept	切情报	2	s0007
e00147	Concept	如商业情报	2	s0007
e00148	Concept	高科技情报等	2	s0007
e00149	Concept	而应缩小解释为关系到国家安全的情报	2	s0007
e00150	Concept	类推解释	2	s0007
e00151	Concept	这是指将不符合法律规定的情形解释为符合法律规定的情形	2	s0007
e00152	Concept	例如	2	s0007
e00153	Concept	将强奸罪中的	2	s0007
e00154	Concept	妇女	2	s0007
e00155	Concept	解释为包括男子	2	s0007
e00156	Concept	就属于类推解释	2	s0007
e00157	Concept	性质	2	s0007
e00158	Concept	刑法禁止类推解释	2	s0007
e00159	Concept	无论立法解释	2	s0007
e00160	Concept	还是司法解释	2	s0007
e00161	Concept	均禁止类推解释	2	s0007
e00162	Concept	例外	2	s0007
e00163	Concept	禁止类推解释是原则	2	s0007
e00164	Concept	但例外的	2	s0007
e00165	Concept	不禁止有利于被告人的类推解释	2	s0007
e00166	Concept	这是	2	s0007
e00167	Concept	因为	2	s0007
e00168	Concept	禁止类推解释是为了保障人权	2	s0007
e00169	Concept	而有利于被告人的类推解释也是为了保障人权	2	s0007
e00170	Concept	单行刑法	2	s0007
e00171	Concept	是指国家在刑法典之外单独针对某一类犯罪规定的刑法规范	2	s0007
e00172	Concept	目前典型的单行刑法只有一个	2	s0007
e00173	Concept	日全国人大常委会颁布的	2	s0007
e00174	Concept	关于惩治骗购外汇	2	s0007
e00175	Concept	逃汇和非法买卖外汇犯罪的决定	2	s0007
e00176	Concept	提示	2	s0007
e00177	Concept	附属刑法	2	s0007
e00178	Concept	是指附	2	s0007
e00179	Concept	带规定在经济法	2	s0007
e00180	Concept	行政法等非刑事法律中的罪刑规范	2	s0007
e00181	Concept	有些国家的法律有此做法	2	s0007
e00182	Concept	例如	2	s0007
e00183	Concept	德国	2	s0007
e00184	Concept	日本将许多交通领域的	2	s0007
e00185	Concept	犯罪规定在道路交通法中	2	s0007
e00186	Concept	在我国	2	s0007
e00187	Concept	只有刑法典和单行刑法有权规定犯罪和刑罚	2	s0007
e00188	Concept	因此我国目前没有附属刑法	2	s0007
e00189	Concept	第一讲	2	s0007
e00190	Concept	刑法论	2	s0007
e00191	Concept	区分	2	s0007
e00192	Concept	类推解释与扩大解释的区分标准	2	s0007
e00193	Concept	五星级考点	2	s0007
e00194	Concept	第一	2	s0007
e00195	Concept	扩大解释得出的结	2	s0007
e00196	Concept	在词义射程范围内	2	s0007
e00197	Concept	类推解释得出的结论	2	s0007
e00198	Concept	在词义射程范围外	2	s0007
e00199	Concept	第二	2	s0007
e00200	Concept	扩大解释得出	2	s0007
e00201	Concept	的结论	2	s0007
e00202	Concept	没有超出国民的预测可能性	2	s0007
e00203	Concept	类推解释得出的结论	2	s0007
e00204	Concept	明显超出国民的预测可能	2	s0007
e00205	Concept	简单讲	2	s0007
e00206	Concept	扩大解释	2	s0007
e00207	Concept	就是扯得还行	2	s0007
e00208	Concept	类推解释	2	s0007
e00209	Concept	就是扯得太远	2	s0007
e00210	Concept	类推解释	2	s0007
e00211	Concept	扩大解释	2	s0007
e00212	Concept	平义解释	2	s0007
e00213	Concept	缩小解释	2	s0007
e00214	Concept	总结	2	s0007
e00215	Concept	易考情形	2	s0007
e00216	Concept	将遗弃罪中的	2	s0007
e00217	Concept	负有扶养义务	2	s0007
e00218	Concept	的人解释为既包括家庭成员	2	s0007
e00219	Concept	也包括负有扶养	2	s0007
e00220	Concept	义务的其他人	2	s0007
e00221	Concept	属于扩大解释	2	s0007
e00222	Concept	将侵犯通信自由罪中的	2	s0007
e00223	Concept	信件	2	s0007
e00224	Concept	解释为包含电子邮件	2	s0007
e00225	Concept	属于扩大解释	2	s0007
e00226	Concept	金融机构	2	s0007
e00227	Concept	解释为包含使用中的运钞车	2	s0007
e00228	Concept	自动取款机	2	s0007
e00229	Concept	属于扩大解释	2	s0007
e00230	Concept	将走私弹药罪中的	2	s0007
e00231	Concept	弹药	2	s0007
e00232	Concept	解释为包含弹克	2	s0007
e00233	Concept	属于扩大解释	2	s0007
e00234	Concept	这是司法解释的规定	2	s0007
e00235	Concept	将组织卖淫罪中的	2	s0007
e00236	Concept	组织他人卖淫	2	s0007
e00237	Concept	解释为包含男性向女性卖涩	2	s0007
e00238	Concept	属于扩大	2	s0007
e00239	Concept	解释	2	s0007
e00240	Concept	巩固练习	2	s0007
e00241	Concept	将信用卡诈骗罪中的	2	s0007
e00242	Concept	人信用卡	2	s0007
e00243	Concept	解释为包含借记卡	2	s0007
e00244	Concept	储著卡	2	s0007
e00245	Concept	属于扩大解释	2	s0007
e00246	Concept	这是立法解释的规定	2	s0007
e00247	Concept	年第	2	s0007
e00248	Concept	将破坏交通工具罪中的	2	s0007
e00249	Concept	汽车	2	s0007
e00250	Concept	解释为包含大型拖拉机	2	s0007
e00251	Concept	属于扩大解释	2	s0007
e00252	Concept	年第	2	s0007
e00253	Concept	将劫持汽车罪中的	2	s0007
e00254	Concept	汽车	2	s0007
e00255	Concept	解释为包含火车	2	s0007
e00256	Concept	地铁	2	s0007
e00257	Concept	属于类推解释	2	s0007
e00258	Concept	如果动	2	s0007
e00259	Concept	持火车	2	s0007
e00260	Concept	地铁	2	s0007
e00261	Concept	可定破坏交通工具罪	2	s0007
e00262	Concept	将盗穿骨灰的行为认定为盗窜	2	s0007
e00263	Concept	尸体	2	s0007
e00264	Concept	属于类推解释	2	s0007
e00265	Concept	年第	2	s0007
e00266	Concept	将非法制造大炮解释为非法制造枪支罪	2	s0007
e00267	Concept	属于扩大解释	2	s0007
e00268	Concept	年试题	2	s0007
e00269	Concept	将传播性病罪中的	2	s0007
e00270	Concept	性病	2	s0007
e00271	Concept	解释为包括艾滋病	2	s0007
e00272	Concept	属于扩大解释	2	s0007
e00273	Concept	这是司法解炙	2	s0007
e00274	Concept	的规定	2	s0007
e00275	Concept	将传播汲秽物品罪中的	2	s0007
e00276	Concept	淫秽物品	2	s0007
e00277	Concept	解释为包括	2	s0007
e00278	Concept	在网上直播淫秽表演	2	s0007
e00279	Concept	于扩大解释	2	s0007
e00280	Concept	这是司法解释的规定	3	s0066
e00281	Concept	将故意毁坏财物罪中的	3	s0067
e00282	Concept	毁坏	3	s0067
e00283	Concept	解释为	3	s0067
e00284	Concept	不仅包括物理性毁坏	3	s0067
e00285	Concept	还包括功能性	3	s0067
e00286	Concept	毁坏	3	s0067
e00287	Concept	属于扩大解释	3	s0067
e00288	Concept	反义解释	3	s0068
e00289	Concept	反义解释也称反对解释	3	s0068
e00290	Concept	是指根据用语的正面表述	3	s0068
e00291	Concept	推导出其反面含义	3	s0068
e00292	Concept	也即从	3	s0068
e00293	Concept	推导出	3	s0068
e00294	Concept	例如	3	s0069
e00295	Concept	周岁及以上的人要对盗穿罪负刑事责任	3	s0069
e00296	Concept	据此	3	s0070
e00297	Concept	不满	3	s0070
e00298	Concept	岁的人便不需对盗窃罪负刑事责任	3	s0070
e00299	Concept	年试题	3	s0071
e00300	Concept	参见张明楷	3	s0071
e00301	Concept	罪刑法定与刑法解释	3	s0071
e00302	Concept	北京大学出版社	3	s0071
e00303	Concept	年版	3	s0071
e00304	Concept	张明楷	3	s0072
e00305	Concept	刑法分则的解释原理	3	s0072
e00306	Concept	下册	3	s0072
e00307	Concept	第二版	3	s0072
e00308	Concept	中国人民大学出版社	3	s0072
e00309	Concept	年版	3	s0072
e00310	Concept	刑法	4	s0073
e00311	Concept	专题讲座精讲卷	4	s0073
e00312	Concept	解释理由	4	s0073
e00313	Concept	在通过解释技巧对一个条文术语得出一个结论后	4	s0073
e00314	Concept	必须提供理由	4	s0073
e00315	Concept	论证解释的合理	4	s0073
e00316	Concept	常考的解释理由有	4	s0074
e00317	Concept	文理解释	4	s0074
e00318	Concept	这是指根据文法	4	s0074
e00319	Concept	语法等来论证解释后的含义是否属于刑法用语可能具有的含义	4	s0074
e00320	Concept	而言之	4	s0075
e00321	Concept	需要考查解释后的含义在文理上是否讲得通	4	s0075
e00322	Concept	年第	4	s0076
e00323	Concept	下面说法是否正确	4	s0076
e00324	Concept	刑法规定	4	s0076
e00325	Concept	以暴力	4	s0076
e00326	Concept	胁迫或者其他手段	4	s0076
e00327	Concept	强奸妇女的	4	s0076
e00328	Concept	构成强奸罪	4	s0076
e00329	Concept	按照文理解释	4	s0077
e00330	Concept	可将灰夫强行与妻子性交的行为解释为	4	s0077
e00331	Concept	强奸	4	s0077
e00332	Concept	妇女	4	s0077
e00333	Concept	答案	4	s0078
e00334	Concept	说法正确	4	s0078
e00335	Concept	从文理上看	4	s0079
e00336	Concept	刑法第	4	s0079
e00337	Concept	条并没有将婚内强奸排除在强奸罪之	4	s0079
e00338	Concept	所谓婚内强奸是否构成强奸罪的问题	4	s0080
e00339	Concept	主要是证据的证明问题	4	s0080
e00340	Concept	因为是夫妻关系	4	s0080
e00341	Concept	证据上比较难证明强奸事实	4	s0080
e00342	Concept	一旦有证据证明	4	s0081
e00343	Concept	克夫强奸了妻子	4	s0081
e00344	Concept	按照刑法第	4	s0081
e00345	Concept	条规	4	s0081
e00346	Concept	应以强奸罪论处	4	s0081
e00347	Concept	年试题	4	s0082
e00348	Concept	招摇撞骗罪是指冒充国家机关工作人员招扬撞骗	4	s0082
e00349	Concept	将副乡长冒	4	s0083
e00350	Concept	充市长招扬撞骗	4	s0083
e00351	Concept	解释为	4	s0083
e00352	Concept	冒充	4	s0083
e00353	Concept	国家机关工作人员招摇撞骗	4	s0083
e00354	Concept	符合文理解释	4	s0083
e00355	Concept	体系解释	4	s0084
e00356	Concept	这是指根据体系逻辑来论证解释后的含义在刑法体系中是否协调合理	4	s0084
e00357	Concept	例如	4	s0085
e00358	Concept	年第	4	s0085
e00359	Concept	从文义上看	4	s0085
e00360	Concept	伪造	4	s0085
e00361	Concept	可以包含	4	s0085
e00362	Concept	变造	4	s0085
e00363	Concept	但是我国刑法在伪造货币罪之外	4	s0085
e00364	Concept	又规定了变造货币罪	4	s0085
e00365	Concept	那么伪造货币罪中的	4	s0085
e00366	Concept	伪造	4	s0085
e00367	Concept	就不能包含	4	s0085
e00368	Concept	变造	4	s0085
e00369	Concept	同一用语的含义相对化	4	s0087
e00370	Concept	一词多义	4	s0087
e00371	Concept	体系解释并不意味着同一用语在不同条	4	s0088
e00372	Concept	文中需要保持同一含义	4	s0088
e00373	Concept	相反	4	s0089
e00374	Concept	同一用语在不同语境	4	s0089
e00375	Concept	不同条文	4	s0089
e00376	Concept	不同部门法	4	s0089
e00377	Concept	中可以保	4	s0089
e00378	Concept	持不同含义	4	s0089
e00379	Concept	年第	4	s0090
e00380	Concept	胁崇	4	s0090
e00381	Concept	既是抢劫罪的手段	4	s0090
e00382	Concept	也是强奸罪的手段	4	s0090
e00383	Concept	但在这两	4	s0090
e00384	Concept	罪中的含义范围有所不同	4	s0090
e00385	Concept	抢劫罪的	4	s0091
e00386	Concept	胁迫	4	s0091
e00387	Concept	要求以暴力相胁迪	4	s0091
e00388	Concept	但强奸罪的	4	s0091
e00389	Concept	胁人锯	4	s0091
e00390	Concept	可以是以非暴力相有胁迫	4	s0092
e00391	Concept	例如	4	s0093
e00392	Concept	甲对乙声称	4	s0093
e00393	Concept	不给钱	4	s0093
e00394	Concept	就曝光你的裸照	4	s0093
e00395	Concept	甲不构成抢劫	4	s0094
e00396	Concept	而构成敲诈勒索罪	4	s0094
e00397	Concept	而甲对乙声称	4	s0094
e00398	Concept	不答应跟我睡觉	4	s0094
e00399	Concept	就曝光你的裸照	4	s0094
e00400	Concept	甲构成强	4	s0095
e00401	Concept	奸罪	4	s0095
e00402	Concept	因此	4	s0096
e00403	Concept	强奸罪中	4	s0096
e00404	Concept	胁崇	4	s0096
e00405	Concept	的含义范围大于抢劫罪中	4	s0096
e00406	Concept	胁迪	4	s0096
e00407	Concept	的含义范围	4	s0096
e00408	Concept	强奸罪	4	s0097
e00409	Concept	中的	4	s0097
e00410	Concept	胁迫	4	s0097
e00411	Concept	抢动罪中的	4	s0097
e00412	Concept	胁迫	4	s0097
e00413	Concept	敲诈勒索罪中的	4	s0097
e00414	Concept	胁迪	4	s0097
e00415	Concept	年第	4	s0098
e00416	Concept	刑法分则有不少条文并列规定了	4	s0098
e00417	Concept	伪造	4	s0098
e00418	Concept	变造	4	s0098
e00419	Concept	但不	4	s0098
e00420	Concept	排除在其他一些条文中将	4	s0098
e00421	Concept	变造	4	s0098
e00422	Concept	解杰为	4	s0098
e00423	Concept	伪造	4	s0098
e00424	Concept	的一种表现形式	4	s0098
e00425	Concept	该说法是否正确	4	s0099
e00426	Concept	答案	4	s0100
e00427	Concept	正确	4	s0100
e00428	Concept	例如	4	s0101
e00429	Concept	伪造货币罪和变造货币罪	4	s0101
e00430	Concept	二者是并列关系	4	s0101
e00431	Concept	不是包含关系	4	s0101
e00432	Concept	因此	4	s0101
e00433	Concept	这里的	4	s0101
e00434	Concept	伪造	4	s0101
e00435	Concept	不能包含	4	s0101
e00436	Concept	变造	4	s0101
e00437	Concept	又如	4	s0102
e00438	Concept	刑法规定了	4	s0102
e00439	Concept	帮助伪造证据罪	4	s0102
e00440	Concept	没有规定	4	s0102
e00441	Concept	帮助变造证据罪	4	s0102
e00442	Concept	因此	4	s0102
e00443	Concept	帮助伪造证据罪	4	s0102
e00444	Concept	中的	4	s0102
e00445	Concept	伪造	4	s0102
e00446	Concept	可以包括	4	s0102
e00447	Concept	变造	4	s0102
e00448	Concept	可见	4	s0103
e00449	Concept	伪造	4	s0103
e00450	Concept	在有些罪名中不能包括	4	s0103
e00451	Concept	变造	4	s0103
e00452	Concept	在有些罪名中可以包括	4	s0103
e00453	Concept	变造	4	s0103
e00454	Concept	巩固练习	4	s0104
e00455	Concept	年第	4	s0104
e00456	Concept	强制猥襄	4	s0104
e00457	Concept	侮辱罪与侮辱罪	4	s0104
e00458	Concept	二者中的	4	s0104
e00459	Concept	伪义并不相同	4	s0104
e00460	Concept	前者是指侵犯人的性羞耻心	4	s0105
e00461	Concept	例如	4	s0106
e00462	Concept	强行脱妇女衣服	4	s0106
e00463	Concept	后者是指侵犯	4	s0107
e00464	Concept	人的名誉	4	s0107
e00465	Concept	例如	4	s0108
e00466	Concept	往妇女身上淡酒美便	4	s0108
e00467	Concept	年试题	4	s0109
e00468	Concept	传播淫秽物品牟利罪与传播性病罪	4	s0109
e00469	Concept	二者中的	4	s0109
e00470	Concept	传播	4	s0109
e00471	Concept	含义并	4	s0109
e00472	Concept	不相同	4	s0109
e00473	Concept	前者是指使不特定人知晓内容	4	s0110
e00474	Concept	后者是指传染	4	s0111
e00475	Concept	第一讲	5	s0113
e00476	Concept	刑法论	5	s0113
e00477	Concept	甲开设洗浴中心	5	s0113
e00478	Concept	只提供色情按摩服务	5	s0113
e00479	Concept	不提供性交服务	5	s0113
e00480	Concept	在行政法	5	s0114
e00481	Concept	治安管	5	s0114
e00482	Concept	理处罚法	5	s0114
e00483	Concept	甲属于组织卖淫活动	5	s0114
e00484	Concept	但在刑法上甲不构成组织卖淫罪	5	s0115
e00485	Concept	刑法上的组织	5	s0116
e00486	Concept	卖淫	5	s0116
e00487	Concept	含义范围要窄一些	5	s0116
e00488	Concept	要求提供性交服务	5	s0116
e00489	Concept	不同用语的含义同一化	5	s0118
e00490	Concept	多词一义	5	s0118
e00491	Concept	刑法中几个不同的用语也可以保持同一	5	s0119
e00492	Concept	个含义	5	s0119
e00493	Concept	刑法条文中的	5	s0120
e00494	Concept	出售	5	s0120
e00495	Concept	销售	5	s0120
e00496	Concept	倒卖	5	s0120
e00497	Concept	贩燃	5	s0120
e00498	Concept	的含义相同	5	s0120
e00499	Concept	是指有偿转让所	5	s0120
e00500	Concept	有权	5	s0120
e00501	Concept	刑法条文中的	5	s0121
e00502	Concept	恐吓	5	s0121
e00503	Concept	胁迫	5	s0121
e00504	Concept	威胁	5	s0121
e00505	Concept	散诈	5	s0121
e00506	Concept	的含义相同	5	s0121
e00507	Concept	是指以恶害相通	5	s0121
e00508	Concept	使对方产生丽惧心理	5	s0121
e00509	Concept	同类解释规则	5	s0123
e00510	Concept	这是指立法者在描述罪状时经常使用	5	s0124
e00511	Concept	例示法	5	s0124
e00512	Concept	也即先列举几个例	5	s0124
e00513	Concept	然后用	5	s0124
e00514	Concept	及其他	5	s0124
e00515	Concept	来概括兜底	5	s0124
e00516	Concept	对这些兜底规定的含义范围不能随意扩大	5	s0125
e00517	Concept	而应先	5	s0125
e00518	Concept	总结所列举的例子的共同特征	5	s0125
e00519	Concept	然后用该共同特征来解释兜底规定的含义	5	s0125
e00520	Concept	年第	5	s0125
e00521	Concept	例如	5	s0126
e00522	Concept	抢动罪规定的行为方式是	5	s0126
e00523	Concept	暴力	5	s0126
e00524	Concept	胁人迫或者其他方法	5	s0126
e00525	Concept	这里的	5	s0127
e00526	Concept	暴力	5	s0127
e00527	Concept	是指压制被害人反抗的方法	5	s0127
e00528	Concept	因此	5	s0128
e00529	Concept	这里的	5	s0128
e00530	Concept	其他方法	5	s0128
e00531	Concept	是指其他的压制被害人反	5	s0128
e00532	Concept	抗的方法	5	s0128
e00533	Concept	如将被害人灌醉弄锚	5	s0128
