node_id	label	name	page_no	sentence_id
e00534	Concept	而非泛指其他一切方法	5	s0128
e00535	Concept	当然解释	5	s0129
e00536	Concept	这是指在论证无罪时	5	s0129
e00537	Concept	举重以明轻	5	s0129
e00538	Concept	重的行为都无罪	5	s0129
e00539	Concept	轻的行为当然更应无罪	5	s0129
e00540	Concept	在论证有罪时	5	s0129
e00541	Concept	举轻以明重	5	s0129
e00542	Concept	轻的行为都是犯罪	5	s0129
e00543	Concept	重的行为当然更应是犯罪	5	s0129
e00544	Concept	角如	5	s0130
e00545	Concept	司法解杰规定	5	s0130
e00546	Concept	年内盗宅	5	s0130
e00547	Concept	次的	5	s0130
e00548	Concept	属于多次盗穷	5	s0130
e00549	Concept	构成盗窃罪	5	s0130
e00550	Concept	那么	5	s0131
e00551	Concept	年内盗窃	5	s0131
e00552	Concept	当然构成盗轨罪	5	s0131
e00553	Concept	这就是当然解释的结论	5	s0132
e00554	Concept	注意	5	s0133
e00555	Concept	当然解释所比较的两个事项必须是性质相同	5	s0133
e00556	Concept	程度不同的关系	5	s0133
e00557	Concept	如果性质不	5	s0134
e00558	Concept	不能进行当然解释的推理	5	s0134
e00559	Concept	可以主张	5	s0135
e00560	Concept	强制猥变都是犯罪	5	s0135
e00561	Concept	强奸更应是犯罪	5	s0135
e00562	Concept	但不能主张	5	s0135
e00563	Concept	强制猥变都	5	s0135
e00564	Concept	是犯罪	5	s0135
e00565	Concept	抢动更应是犯罪	5	s0135
e00566	Concept	年第	5	s0136
e00567	Concept	既然将为了自己饲养而抢友他人宠物的行为认定为抢劫罪	5	s0136
e00568	Concept	那么	5	s0136
e00569	Concept	根据当然解释	5	s0136
e00570	Concept	对为了自己收养而抢劫他人机儿的行为更应认定为抢劫罪	5	s0136
e00571	Concept	否则会	5	s0136
e00572	Concept	导致罪刑不均衡	5	s0136
e00573	Concept	该说法是否正确	5	s0137
e00574	Concept	答案	5	s0138
e00575	Concept	错误	5	s0138
e00576	Concept	有观点可能会如此比较	5	s0139
e00577	Concept	也符合朴素	5	s0139
e00578	Concept	的正义感	5	s0139
e00579	Concept	但是	5	s0140
e00580	Concept	从刑法解释学角度看	5	s0140
e00581	Concept	宠物与婴儿是性质不同的两个概念	5	s0140
e00582	Concept	体现不同的	5	s0140
e00583	Concept	法益	5	s0140
e00584	Concept	不能进行轻重比较	5	s0140
e00585	Concept	不能进行当然解释	5	s0140
e00586	Concept	例如	5	s0141
e00587	Concept	有观点将非法买卖国家保护动物	5	s0141
e00588	Concept	大熊猫	5	s0141
e00589	Concept	金丝猴	5	s0141
e00590	Concept	与买卖妇女	5	s0141
e00591	Concept	儿童进行比较	5	s0141
e00592	Concept	认为对后者应该处罚更重一些	5	s0141
e00593	Concept	但是	5	s0142
e00594	Concept	这两种概念属于性质不同的概念	5	s0142
e00595	Concept	无法进行当然解杰	5	s0142
e00596	Concept	刑法	5	s0143
e00597	Concept	条规定了抢夺	5	s0143
e00598	Concept	宅取国有档案罪	5	s0143
e00599	Concept	但没有规定抢劫国有档案罪	5	s0143
e00600	Concept	然而	5	s0144
e00601	Concept	抢夺都是犯罪	5	s0144
e00602	Concept	抢动更应是犯罪	5	s0144
e00603	Concept	抢动行为可以评价为抢夺行为	5	s0145
e00604	Concept	所以	5	s0146
e00605	Concept	抢动国有	5	s0146
e00606	Concept	档案的行为可以按照抢夺国有档案罪论处	5	s0146
e00607	Concept	年试题	5	s0147
e00608	Concept	目的解释	5	s0147
e00609	Concept	这是指根据刑法的保护目的为解释的结论提供理由	5	s0147
e00610	Concept	例如	5	s0148
e00611	Concept	乙为官清廉但不被提拔	5	s0148
e00612	Concept	心生一计	5	s0148
e00613	Concept	教唆甲诬告自己贪污	5	s0148
e00614	Concept	甲便诬告乙犯贪污	5	s0148
e00615	Concept	司法机关经过一番调查	5	s0149
e00616	Concept	发现乙没有贪污事实	5	s0149
e00617	Concept	甲是否构成诬告陷害罪	5	s0150
e00618	Concept	对此需要奸	5	s0151
e00619	Concept	刑法	6	s0152
e00620	Concept	专题讲座精讲卷	6	s0152
e00621	Concept	该罪的保护目的加以认定	6	s0152
e00622	Concept	少数说认为	6	s0153
e00623	Concept	该罪的保护目的是司法机关的正常司法活动	6	s0153
e00624	Concept	甲破坏了司法机关的正常司法活动	6	s0154
e00625	Concept	浪费了司法资源	6	s0154
e00626	Concept	构成该罪	6	s0154
e00627	Concept	多数说认为	6	s0155
e00628	Concept	该罪被	6	s0155
e00629	Concept	规定在人身犯罪一章	6	s0155
e00630	Concept	保护目的是人身权利	6	s0155
e00631	Concept	乙同意甲诬告自己	6	s0156
e00632	Concept	表明乙放弃了对自己人身	6	s0156
e00633	Concept	权利的保护	6	s0156
e00634	Concept	那么刑法便不需要保护乙的人身权利	6	s0156
e00635	Concept	所以	6	s0157
e00636	Concept	甲不构成诬告陷害罪	6	s0157
e00637	Concept	注意	6	s0158
e00638	Concept	观点展示问题	6	s0158
e00639	Concept	本书主张客观题与主观题一体化复习	6	s0158
e00640	Concept	刑法主观题经常考查观点展示	6	s0159
e00641	Concept	这是因为	6	s0160
e00642	Concept	法学不是自然科学	6	s0160
e00643	Concept	许多情况下没有唯一正确答案	6	s0160
e00644	Concept	存在多种观点	6	s0160
e00645	Concept	法考的任务是咕选和	6	s0161
e00646	Concept	培养实务人士	6	s0161
e00647	Concept	实务人士比的是谁的理由更充分	6	s0162
e00648	Concept	更有说服力	6	s0162
e00649	Concept	实务人士的看家技能是说	6	s0163
e00650	Concept	理论证	6	s0163
e00651	Concept	对于不同观点	6	s0165
e00652	Concept	形成多数说与少数说的	6	s0165
e00653	Concept	本书一一标明哪个是多数说	6	s0165
e00654	Concept	哪个是少	6	s0165
e00655	Concept	数说	6	s0165
e00656	Concept	标出来的用途在于	6	s0166
e00657	Concept	如果问唯一正确答案	6	s0166
e00658	Concept	则按照多数说作答	6	s0166
e00659	Concept	有些不同观点	6	s0168
e00660	Concept	没有形成多数说与少数说	6	s0168
e00661	Concept	是平分秋色	6	s0168
e00662	Concept	对此不会考	6	s0168
e00663	Concept	唯一正确	6	s0168
e00664	Concept	答案是什么	6	s0168
e00665	Concept	但会考	6	s0168
e00666	Concept	前提与结论之间的逻辑推导是否目洽	6	s0168
e00667	Concept	观点展示是指命题组的观点展示	6	s0170
e00668	Concept	不是某个命题组成员个人的观点展示	6	s0170
e00669	Concept	当然	6	s0171
e00670	Concept	学术地位影啊话场权权重	6	s0171
e00671	Concept	法考真题素材更多来自实务案例	6	s0173
e00672	Concept	但是答案不一定与判决结论保持一致	6	s0173
e00673	Concept	因为有	6	s0173
e00674	Concept	些判决结论是不妥当的	6	s0173
e00675	Concept	是老百姓不满意的	6	s0173
e00676	Concept	法考要发挥纠偶批判功能	6	s0173
e00677	Concept	观点展示有两种	6	s0175
e00678	Concept	一是学术型观点展示	6	s0175
e00679	Concept	这个数量较少	6	s0175
e00680	Concept	可以背下来	6	s0175
e00681	Concept	二是实务	6	s0176
e00682	Concept	型观点展示	6	s0176
e00683	Concept	也即法庭上控辩双方总是持不同观点	6	s0176
e00684	Concept	这种观点展示数量众多	6	s0176
e00685	Concept	没法背下	6	s0176
e00686	Concept	也不需要背下来	6	s0176
e00687	Concept	主要是掌握一种逻辑思维和论证方法	6	s0176
e00688	Concept	法考对两种观点展示都考	6	s0177
e00689	Concept	对实务型观点展示考查得很多	6	s0177
e00690	Concept	解释技巧与解释理由的关系	6	s0178
e00691	Concept	二者区别	6	s0178
e00692	Concept	解释技巧是生产结论	6	s0179
e00693	Concept	生产部门	6	s0179
e00694	Concept	生产绪论的生产线只能选择一条	6	s0180
e00695	Concept	如果对一个	6	s0180
e00696	Concept	词语进行扩大解释	6	s0180
e00697	Concept	就不能同时进行缩小解释	6	s0180
e00698	Concept	限制解释	6	s0180
e00699	Concept	解释技巧之间的关系是排斥	6	s0181
e00700	Concept	关系	6	s0181
e00701	Concept	解释理由是论证结论的合理性	6	s0183
e00702	Concept	质检部门	6	s0183
e00703	Concept	为结论提供论证理由	6	s0184
e00704	Concept	理由越多越	6	s0184
e00705	Concept	解释理由之间的关系是并存关系	6	s0185
e00706	Concept	将组织卖淫罪中的	6	s0186
e00707	Concept	组织他人卖淫	6	s0186
e00708	Concept	解杰为包括男性向女性卖淫	6	s0186
e00709	Concept	这是生产结	6	s0187
e00710	Concept	属于扩大解释	6	s0187
e00711	Concept	此时就不可能是缩小解释	6	s0187
e00712	Concept	为该结论提供的理由可以多种多样	6	s0188
e00713	Concept	例如	6	s0188
e00714	Concept	文理解释	6	s0188
e00715	Concept	体系解释	6	s0188
e00716	Concept	目的解释等	6	s0188
e00717	Concept	年第	6	s0189
e00718	Concept	对甲法条中的	6	s0189
e00719	Concept	暴力	6	s0189
e00720	Concept	作扩大解释时	6	s0189
e00721	Concept	就不可能同时再作	6	s0189
e00722	Concept	限制解释	6	s0189
e00723	Concept	但这并不意味着对乙法条中的	6	s0189
e00724	Concept	暴力	6	s0189
e00725	Concept	也须作扩大解释	6	s0189
e00726	Concept	该说法是否正确	6	s0190
e00727	Concept	答案	6	s0191
e00728	Concept	正确	6	s0191
e00729	Concept	第一	6	s0192
e00730	Concept	扩大解释与限制解释	6	s0192
e00731	Concept	缩小解释	6	s0192
e00732	Concept	是排斥关系	6	s0192
e00733	Concept	第二	6	s0193
e00734	Concept	从体系角度	6	s0193
e00735	Concept	一个词语在不同条文可以保持不同含义	6	s0193
e00736	Concept	也即一词多义	6	s0193
e00737	Concept	第一讲	7	s0195
e00738	Concept	刑法论	7	s0195
e00739	Concept	二者关系	7	s0195
e00740	Concept	解释技巧和解释理由之间是相辅相成	7	s0195
e00741	Concept	相互制约关系	7	s0195
e00742	Concept	前者负责生产结论	7	s0196
e00743	Concept	后者负责	7	s0196
e00744	Concept	论证绪论的合理性	7	s0196
e00745	Concept	通过解释技巧生产出结论	7	s0197
e00746	Concept	但论证理由不充分	7	s0197
e00747	Concept	例如	7	s0197
e00748	Concept	不符合目的解	7	s0197
e00749	Concept	释或体系解释等	7	s0197
e00750	Concept	则不得采纳	7	s0197
e00751	Concept	反过来	7	s0198
e00752	Concept	根据解释理由论证某个结论很合理	7	s0198
e00753	Concept	但是生产该	7	s0198
e00754	Concept	结论的手段是类推解释	7	s0198
e00755	Concept	则不得采纳	7	s0198
e00756	Concept	年第	7	s0199
e00757	Concept	对刑法分则条文的解释	7	s0199
e00758	Concept	必须同时符合两个要求	7	s0199
e00759	Concept	一是不	7	s0199
e00760	Concept	能超出刑法用语可能具有的含义	7	s0199
e00761	Concept	二是必须符合分则条文的目的	7	s0199
e00762	Concept	该说法是否正确	7	s0199
e00763	Concept	正确	7	s0200
e00764	Concept	第一句话是指	7	s0201
e00765	Concept	在解释技巧上	7	s0201
e00766	Concept	不能类推解释	7	s0201
e00767	Concept	第二名话是指	7	s0202
e00768	Concept	在解释理由	7	s0202
e00769	Concept	要符合目的解释	7	s0202
e00770	Concept	二者相辅相成	7	s0203
e00771	Concept	年试题	7	s0204
e00772	Concept	一个解释结论符合当然解释	7	s0204
e00773	Concept	但不符合刑法文字的可能含义	7	s0204
e00774	Concept	该结论符合罪刑法定原则	7	s0204
e00775	Concept	该说法是否正确	7	s0205
e00776	Concept	答案	7	s0206
e00777	Concept	错误	7	s0206
e00778	Concept	一个结论虽然符合当然解释	7	s0207
e00779	Concept	但是在解杰技巧上属于类推解释	7	s0207
e00780	Concept	不得采纳	7	s0207
e00781	Concept	和否则违反罪刑法定原则	7	s0207
e00782	Concept	例如	7	s0208
e00783	Concept	刑法将	7	s0208
e00784	Concept	充军警人员抢却	7	s0208
e00785	Concept	规定为抢劫罪的法定刑升格条件	7	s0208
e00786	Concept	加重处罚	7	s0208
e00787	Concept	根据当然解释	7	s0209
e00788	Concept	真警察实	7	s0209
e00789	Concept	施抢劫	7	s0209
e00790	Concept	更应被加重处罚	7	s0209
e00791	Concept	但是	7	s0210
e00792	Concept	该结论难以从	7	s0210
e00793	Concept	冒充军警人员抢劫	7	s0210
e00794	Concept	中生产出来	7	s0210
e00795	Concept	若将	7	s0211
e00796	Concept	冒充军警人员抢劫	7	s0211
e00797	Concept	解释为包括真警察抢劫	7	s0211
e00798	Concept	应属于类推解释	7	s0211
e00799	Concept	多数说	7	s0211
e00800	Concept	故这种解名	7	s0211
e00801	Concept	结论无法被采纳	7	s0211
e00802	Concept	典型真题	7	s0212
e00803	Concept	关于刑法的解释	7	s0213
e00804	Concept	下列说法正确的是	7	s0213
e00805	Concept	年回忆版金题	7	s0214
e00806	Concept	按照体系解释	7	s0215
e00807	Concept	传播淫秽物品罪与传播性病罪的	7	s0215
e00808	Concept	传播	7	s0215
e00809	Concept	含义一致	7	s0215
e00810	Concept	依据论理解释	7	s0216
e00811	Concept	倒卖文物罪中的	7	s0216
e00812	Concept	倒卖	7	s0216
e00813	Concept	是指以年利为目的	7	s0216
e00814	Concept	出售或为出售而	7	s0216
e00815	Concept	购买国家禁止经营的文物	7	s0216
e00816	Concept	洒所全	7	s0216
e00817	Concept	招摇撞骗罪是指冒充国家机关工作人员招摇撞骗	7	s0217
e00818	Concept	将副乡长冒充市长招据撞骗	7	s0218
e00819	Concept	解释为	7	s0218
e00820	Concept	冒充	7	s0218
e00821	Concept	国家机关工作人员招摇撞骗	7	s0218
e00822	Concept	不符合文理解释	7	s0218
e00823	Concept	虞待被监管人罪是指殴打或体罚虐待被监管人	7	s0219
e00824	Concept	将其中的	7	s0220
e00825	Concept	体罚虐待	7	s0220
e00826	Concept	解释为	7	s0220
e00827	Concept	体罚或者诬待	7	s0220
e00828	Concept	符合文理解释	7	s0220
e00829	Concept	提示	7	s0220
e00830	Concept	文理解释与论理解释的关系	7	s0220
e00831	Concept	法理学的传统理论认为	7	s0221
e00832	Concept	解释方法分为	7	s0221
e00833	Concept	文理解释	7	s0221
e00834	Concept	论理解释	7	s0221
e00835	Concept	将二者并列	7	s0221
e00836	Concept	认为二者是对立排斥关系	7	s0221
e00837	Concept	刑法新理论认为	7	s0222
e00838	Concept	文理解释	7	s0222
e00839	Concept	论理解释	7	s0222
e00840	Concept	不是对立排斥关系	7	s0222
e00841	Concept	而是交	7	s0222
e00842	Concept	叉重合关系	7	s0222
e00843	Concept	论理解释	7	s0223
e00844	Concept	是一个笼统概念	7	s0223
e00845	Concept	既包含解释理由	7	s0223
e00846	Concept	如当然解释	7	s0223
e00847	Concept	体系解释等	7	s0223
e00848	Concept	也包含解释技巧	7	s0223
e00849	Concept	如扩大	7	s0223
e00850	Concept	解释	7	s0223
e00851	Concept	缩小解释	7	s0223
e00852	Concept	而文理解释是一种解释理由	7	s0223
e00853	Concept	由于解释理由与解释技巧是相辅相成关系	7	s0224
e00854	Concept	因此文理解释与论理解释	7	s0224
e00855	Concept	不是对立关系	7	s0224
e00856	Concept	对一个刑法用语	7	s0225
e00857	Concept	既可以作文理解释	7	s0225
e00858	Concept	也可以作论理解释	7	s0225
e00859	Concept	这种新理论的立场是法考刑法的官方立场	7	s0226
e00860	Concept	有真题为证	7	s0227
e00861	Concept	年第	7	s0227
e00862	Concept	此外	7	s0228
e00863	Concept	学术界关于刑法的解释	7	s0228
e00864	Concept	还有客观解释与主观解释之争	7	s0228
e00865	Concept	形式解释与实质解释之争	7	s0228
e00866	Concept	由于法考不考这些概	7	s0229
e00867	Concept	所以本书不予介绍	7	s0229
e00868	Concept	本书选取的真题是代表命题方向的真题	7	s0230
e00869	Concept	主要用于考生在学习完精讲内容后及时进行检验	7	s0230
e00870	Concept	所以在理解答案	7	s0230
e00871	Concept	时可以结合前文的精讲内容	7	s0230
e00872	Concept	更详细的答案解析可以参见与本书配套的	7	s0231
e00873	Concept	真金题卷	7	s0231
e00874	Concept	答案	7	s0232
e00875	Concept	传播淫秽物品罪的	7	s0232
e00876	Concept	传播	7	s0232
e00877	Concept	是指让不特定人知晓淫秽物品的内容	7	s0232
e00878	Concept	传播性病罪中的	7	s0233
e00879	Concept	传播	7	s0233
e00880	Concept	是指通过性器官接触传染性病	7	s0233
e00881	Concept	二者含义不同	7	s0234
e00882	Concept	项说法错误	7	s0235
e00883	Concept	根据司法解释规定	7	s0236
e00884	Concept	项说法正确	7	s0236
e00885	Concept	冒充	7	s0237
e00886	Concept	国家机关工作人员的情形包括	7	s0237
e00887	Concept	一是非国家机关工作人员冒充国家机关工作人员	7	s0237
e00888	Concept	二是此种国家机关工作人员冒充彼	7	s0237
e00889	Concept	种国家机关工作人员	7	s0237
e00890	Concept	如行政机关工作人员冒充司法机关工作人员	7	s0237
e00891	Concept	三是职务低的国家机关工作人员冒充职务高的国	7	s0237
e00892	Concept	家机关工作人员	7	s0237
e00893	Concept	当然也包括相反情形	7	s0237
e00894	Concept	项说法错误	7	s0238
e00895	Concept	虐待被监管人罪中的	7	s0239
e00896	Concept	体罚虐待	7	s0239
e00897	Concept	是指体罚或者虎	7	s0239
e00898	Concept	而非仅限于体罚式虐待	7	s0239
e00899	Concept	项说法正确	7	s0240
e00900	Concept	本题答案	7	s0241
e00901	Concept	刑法专题讲座精讲卷	8	s0242
e00902	Concept	第二蔬	8	s0242
e00903	Concept	刑法的原则	8	s0242
e00904	Concept	问题	8	s0242
e00905	Concept	在拍卖会上	8	s0242
e00906	Concept	狗蛋组织多人串通拍卖	8	s0242
e00907	Concept	我国刑法没有规定串通拍卖罪	8	s0243
e00908	Concept	但规	8	s0243
e00909	Concept	定有串通投标罪	8	s0243
e00910	Concept	能否给狗蛋定串通投标罪	8	s0244
e00911	Concept	串通拍卖案	8	s0245
e00912	Concept	年试题	8	s0245
e00913	Concept	刑法的原则包括三项	8	s0245
e00914	Concept	罪刑法定原则	8	s0245
e00915	Concept	罪刑相适应原则	8	s0245
e00916	Concept	刑法面前人人平等原则	8	s0245
e00917	Concept	考很少考查第三项原则	8	s0246
e00918	Concept	故省略	8	s0246
e00919	Concept	罪刑法定原则	8	s0247
e00920	Concept	法律明文规定为犯罪行为的	8	s0247
e00921	Concept	依照法律定罪处刑	8	s0247
e00922	Concept	法律没有明文规定为犯	8	s0247
e00923	Concept	罪行为的	8	s0247
e00924	Concept	不得定菲处刑	8	s0247
e00925	Concept	罪刑法定原则的含义是	8	s0248
e00926	Concept	法无明文规定不为罪	8	s0248
e00927	Concept	法无明文规定不处罚	8	s0248
e00928	Concept	这是刑法的铁则	8	s0249
e00929	Concept	注意	8	s0250
e00930	Concept	上述第	8	s0250
e00931	Concept	条第一句话并不是关于罪刑法定原则的规定	8	s0250
e00932	Concept	其旨意是防止司法人	8	s0250
e00933	Concept	员将有罪行为作无罪处理	8	s0250
e00934	Concept	是在强调法益保护机能	8	s0250
e00935	Concept	第二句话才是关于罪刑法定原则的规	8	s0251
e00936	Concept	是在强调人权保障机能	8	s0251
e00937	Concept	在保护法益与保障人权这个天平上	8	s0252
e00938	Concept	罪刑法定原则是用来保	8	s0252
e00939	Concept	障人权的	8	s0252
e00940	Concept	而非保护法益	8	s0252
e00941	Concept	思想基础	8	s0253
e00942	Concept	民主主义	8	s0254
e00943	Concept	意指只有民主产生的立法机关才有权规定犯罪与刑罚	8	s0254
e00944	Concept	自由主义	8	s0256
e00945	Concept	也称为尊重人权主义	8	s0256
e00946	Concept	意指法律应当具有预测可能性	8	s0256
e00947	Concept	使国民知晓什么是	8	s0256
e00948	Concept	犯罪	8	s0256
e00949	Concept	什么不是犯罪	8	s0256
e00950	Concept	以保障个人的行动自由	8	s0256
e00951	Concept	这种思想也称为国民预测可能性原理	8	s0257
e00952	Concept	基本内容	8	s0258
e00953	Concept	成文的罪刑法定	8	s0259
e00954	Concept	法律主义	8	s0259
e00955	Concept	这是指只有立法机关制定的法律才有权规定犯罪和刑罚	8	s0260
e00956	Concept	行政机关制	8	s0260
e00957	Concept	定的法规等无权规定犯罪和刑罚	8	s0260
e00958	Concept	即罪刑法定中的	8	s0260
e00959	Concept	不包括行政法规等	8	s0260
e00960	Concept	也即国务院	8	s0260
e00961	Concept	无权制定刑法	8	s0260
e00962	Concept	最高人民法院	8	s0261
e00963	Concept	最高人民检察院也无权制定刑法	8	s0261
e00964	Concept	只能解释刑法	8	s0261
e00965	Concept	法律主	8	s0262
e00966	Concept	义是民主主义的体现	8	s0262
e00967	Concept	年第	8	s0263
e00968	Concept	禁止习惯法	8	s0263
e00969	Concept	虽然习惯法体现民意	8	s0264
e00970	Concept	但因为不成文	8	s0264
e00971	Concept	缺乏明确性	8	s0264
e00972	Concept	违反了预测可	8	s0264
e00973	Concept	能性原理	8	s0264
e00974	Concept	所以应当被禁止	8	s0264
e00975	Concept	年第	8	s0265
e00976	Concept	事前的罪刑法定	8	s0266
e00977	Concept	这是指禁止淹及既往	8	s0266
e00978	Concept	或禁止事后法	8	s0266
e00979	Concept	刑法如果淹及既往	8	s0267
e00980	Concept	便违反了预测可能性原	8	s0267
e00981	Concept	例如	8	s0268
e00982	Concept	我今天干件事	8	s0268
e00983	Concept	按照今天的法律	8	s0268
e00984	Concept	我无罪	8	s0268
e00985	Concept	但明天出台新的法律	8	s0268
e00986	Concept	规定这种行	8	s0268
e00987	Concept	为构成犯罪	8	s0268
e00988	Concept	然后依照这个事后的法律给我定罪	8	s0268
e00989	Concept	这肯定不合理	8	s0268
e00990	Concept	注意	8	s0269
e00991	Concept	刑法不禁止有利于被告人的渊及既往	8	s0269
e00992	Concept	也即	8	s0270
e00993	Concept	事后的这个法律如果对被告人	8	s0270
e00994	Concept	有利	8	s0270
e00995	Concept	也可以适用	8	s0270
e00996	Concept	如果无特别提示	8	s0272
e00997	Concept	本书所列	8	s0272
e00998	Concept	均是指刑法的条文	8	s0272
e00999	Concept	均用阿拉伯数字表示	8	s0272
e01000	Concept	对于司法解释的条文	8	s0273
e01001	Concept	也是法考的立场	8	s0273
e01002	Concept	参见张明楷	8	s0274
e01003	Concept	刑法学	8	s0274
e01004	Concept	第六版	8	s0274
e01005	Concept	法律出版社	8	s0274
e01006	Concept	年版	8	s0274
e01007	Concept	第一讲	9	s0276
e01008	Concept	刑法论	9	s0276
e01009	Concept	严格的徘刑法定	9	s0277
e01010	Concept	这是指禁止类推解释	9	s0277
e01011	Concept	类推解释因为既违反了民主主义	9	s0278
e01012	Concept	又违反了预测可能性原理	9	s0278
e01013	Concept	所以应当被禁止	9	s0278
e01014	Concept	鲍如	9	s0279
e01015	Concept	本节开头	9	s0279
e01016	Concept	串通拍卖案	9	s0279
e01017	Concept	将拍卖解释为投标	9	s0279
e01018	Concept	属于类推解	9	s0279
e01019	Concept	应当被禁止	9	s0279
e01020	Concept	因此对狗蛋不能定串通投标罪	9	s0279
e01021	Concept	注意	9	s0280
e01022	Concept	刑法不禁止有利于被告人的类推解释	9	s0280
e01023	Concept	年试题	9	s0281
e01024	Concept	确定的罪刑法定	9	s0282
e01025	Concept	这是指罪刑规范应当明确	9	s0282
e01026	Concept	适当	9	s0282
e01027	Concept	明确性要求	9	s0283
e01028	Concept	注意	9	s0283
e01029	Concept	简单罪状不违反明确性要求	9	s0283
e01030	Concept	简单罪状	9	s0284
e01031	Concept	是指仅规定了罪名	9	s0284
e01032	Concept	没有具体描述	9	s0284
e01033	Concept	犯罪特征	9	s0284
e01034	Concept	例如	9	s0285
e01035	Concept	刑法	9	s0285
e01036	Concept	条只规定	9	s0285
e01037	Concept	故意杀人的	9	s0285
e01038	Concept	没有详细规定故意杀人罪的	9	s0285
e01039	Concept	定义	9	s0285
e01040	Concept	之所以没有详细描述	9	s0286
e01041	Concept	是因为没有必要	9	s0286
e01042	Concept	一般人都知道什么是故意杀人	9	s0286
e01043	Concept	禁止绝对不定刑及绝对不定期刑	9	s0288
e01044	Concept	绝对不定刑	9	s0288
e01045	Concept	是指刑法条文只规定	9	s0288
e01046	Concept	判处刑罚	9	s0288
